Food,Compound,Mean
Lentils,Glycine,0.012874149
Lentils,L-Alanine,0.023206062
Lentils,Pyridoxine,1.02E-05
Lentils,Choline,0.004153252
Lentils,Nicotinic acid,4.38E-05
Lentils,Starch,0.530796756
Lentils,L-Ascorbic acid,0.000104297
Lentils,L-Leucine,0.040266056
Lentils,L-Tryptophan,0.004969003
Lentils,Arginine,0.042910727
Lentils,Calcium,0.00092191
Lentils,Phosphorus,0.007165756
Lentils,Potassium,0.015989088
Lentils,Sodium,0.000406013
Lentils,Copper,1.58E-05
Lentils,Iodine,5.12E-08
Lentils,Manganese,2.14E-05
Lentils,Sulfur,0.002272183
Lentils,Zinc,7.36E-05
Lentils,Pantothenic acid,3.54E-05
Lentils,Myo-Inositol,0.002421178
Lentils,L-Histidine,0.015644536
Lentils,L-Threonine,0.019914191
Lentils,Riboflavine,4.66E-06
Lentils,Phytomenadione,4.66E-06
Lentils,L-Isoleucine,0.023997601
Lentils,alpha-Linolenic acid,0.001899694
Lentils,L-Glutamic acid,0.08613807
Lentils,L-Cystine,0.007286815
Lentils,L-Aspartic acid,0.061386179
Lentils,L-Methionine,0.004237062
Lentils,L-Serine,0.025599303
Lentils,"(Z,Z)-9,12-Octadecadienoic acid",0.006946919
Lentils,Oleic acid,0.003110283
Lentils,Folic acid,2.05E-06
Lentils,Biotin,0.000245843
Lentils,beta-Carotene,2.98E-05
Lentils,Chlorine,0.001184515
Lentils,Iron,0.000119196
Garden cress,alpha-Tocopherol,0.000402746
Garden cress,Pyridoxine,0.000140685
Garden cress,Nicotinic acid,0.000579293
Garden cress,Cellulose,0.10096244
Garden cress,L-Ascorbic acid,0.039722927
Garden cress,Calcium,0.116686099
Garden cress,Phosphorus,0.043750391
Garden cress,Potassium,0.348844541
Garden cress,Sodium,0.008054927
Garden cress,Cobalt,1.32E-07
Garden cress,Iodine,1.21E-06
Garden cress,Sulfur,0.102314123
Garden cress,Erucic acid,0.05238461
Garden cress,Riboflavine,0.000147306
Garden cress,alpha-Linolenic acid,0.043750391
Garden cress,"(Z,Z)-9,12-Octadecadienoic acid",0.087500781
Garden cress,Oleic acid,0.050095025
Garden cress,Nickel,4.41E-07
Garden cress,beta-Carotene,0.003012322
Garden cress,Iron,0.001649605
Lovage,alpha-Copaene,0.053839662
Lovage,Bergapten,0.002025316
Lovage,alpha-Curcumene,0.002362869
Lovage,Cuparene,0.000843882
Lovage,Thujopsene,0.014852321
Lovage,1-Hexanol,0.113248945
Lovage,Benzyl alcohol,0.00556962
Lovage,3-Butylidene-1(3H)-isobenzofuranone,0.284894515
Lovage,Camphene,0.012995781
Lovage,D-Camphor,0.00185654
Lovage,3-Butyl-1(3H)-isobenzofuranone,0.284894515
Lovage,Xanthotoxin,0.000168776
Lovage,Psoralen,0.001012658
Lovage,Imperatorin,0.004388186
Lovage,Limonene,0.014852321
Lovage,beta-Selinene,0.018565401
Lovage,"(+)-1(10),4-Cadinadiene",0.000843882
Lovage,alpha-Carene,0.00185654
Lovage,alpha-Terpineol,0.014852321
Lovage,alpha-Selinene,0.018565401
Lovage,beta-Elemene,0.023122363
Lovage,Carvone,0.018565401
Lovage,beta-Phellandrene,0.044556962
Lovage,Linalool,0.00556962
Lovage,beta-Pinene,0.038987342
Lovage,gamma-Terpinene,0.00556962
Lovage,"7-Methyl-3-methylene-1,6-octadiene",0.011139241
Flaxseed,Phytic acid,0.120638492
Flaxseed,alpha-Tocopherol,9.42E-06
Flaxseed,Choline,0.0019698
Flaxseed,Nicotinic acid,2.81E-05
Flaxseed,D-Xylose,0.026955163
Flaxseed,Arginine,0.033929576
Flaxseed,gamma-Tocopherol,0.001080092
Flaxseed,Calcium,0.01357183
Flaxseed,Phosphorus,0.002092324
Flaxseed,Potassium,0.03279859
Flaxseed,Sodium,0.001462742
Flaxseed,Manganese,1.53E-05
Flaxseed,Sulfur,0.001654067
Flaxseed,Ammonia,0.005654929
Flaxseed,Riboflavine,3.20E-06
Flaxseed,alpha-Linolenic acid,0.316676042
Flaxseed,L-Serine,4.67E-07
Flaxseed,"(Z,Z)-9,12-Octadecadienoic acid",0.122523469
Flaxseed,Oleic acid,0.149855627
Flaxseed,beta-Carotene,3.03E-07
Flaxseed,Chlorine,0.000113099
Flaxseed,Iron,0.000544758
Flaxseed,Neolinustatin,0.003581455
Flaxseed,Linustatin,0.00320446
Flaxseed,Phosphatidylcholine,0.016587793
Flaxseed,Pectic acid,0.145048937
Mexican oregano,(S)-Naringenin,0.472222222
Mexican oregano,Pinocembrin,0.527777778
Apple,L-Tyrosine,0.000615121
Apple,L-Lysine,0.00163039
Apple,Glycine,0.001228114
Apple,L-Alanine,0.001074866
Apple,alpha-Tocopherol,8.30E-05
Apple,Pyridoxine,8.51E-06
Apple,L-Asparagine,0.000727929
Apple,Nicotinic acid,1.70E-05
Apple,Sucrose,0.404404912
Apple,L-Ascorbic acid,0.000898205
Apple,L-Leucine,0.001843235
Apple,L-Tryptophan,0.000306496
Apple,Arginine,0.000921618
Apple,Caffeic acid,0.002884046
Apple,p-Coumaric acid,0.001011012
Apple,Dodecanoic acid,0.000155377
Apple,Calcium,0.001304738
Apple,Chromium,6.49E-07
Apple,Phosphorus,0.002113548
Apple,Potassium,0.028201921
Apple,Sodium,0.000283083
Apple,Aluminum,0.000275421
Apple,Boron,0.000236258
Apple,Cobalt,1.02E-07
Apple,Copper,9.02E-06
Apple,Manganese,6.17E-05
Apple,Molybdenum,1.08E-06
Apple,Silicon,0.00015112
Apple,Sulfur,5.25E-05
Apple,Zinc,7.45E-05
Apple,Arsenic,9.17E-07
Apple,Cadmium,5.96E-08
Apple,Lead,0.000136225
Apple,Mercury,4.26E-08
Apple,Ammonia,0.002690357
Apple,Methylamine,1.92E-05
Apple,Lithium,4.60E-07
Apple,Silver,2.06E-07
Apple,Diethylamine,1.28E-05
Apple,Pantothenic acid,1.06E-05
Apple,Myo-Inositol,0.019156022
Apple,beta-D-Glucopyranose,0.07534702
Apple,L-Histidine,0.000461873
Apple,Quercetin,0.000683231
Apple,L-Threonine,0.000989728
Apple,Riboflavine,4.26E-06
Apple,Levoglutamide,8.51E-05
Apple,L-Isoleucine,0.00116426
Apple,alpha-Linolenic acid,0.011900147
Apple,D-Fructose,0.236044762
Apple,L-Glutamic acid,0.002979826
Apple,L-Cystine,0.000461873
Apple,L-Aspartic acid,0.004948639
Apple,L-Methionine,0.000306496
Apple,L-Serine,0.001228114
Apple,Estrone,4.90E-07
Apple,Ferulic acid,0.000210716
Apple,Oleic acid,0.00215186
Apple,Selenium,0
Apple,Nickel,1.38E-06
Apple,Amygdalin,0.042143249
Apple,Folic acid,4.68E-07
Apple,beta-Carotene,0.000161762
Apple,Lutein,1.15E-05
Apple,Iron,0.00026414
Apple,Chlorophyll,2.13E-06
Apple,Phosphatidylcholine,0.000857764
Apple,Pectic acid,0.144702463
Mango,L-Tyrosine,0.000718469
Mango,L-Lysine,0.00152569
Mango,Glycine,0.000891747
Mango,L-Alanine,0.002603393
Mango,Pyridoxine,3.63E-06
Mango,Gallic acid,0.076073163
Mango,Nicotinic acid,2.94E-05
Mango,Chinese tannin,0.126788605
Mango,Starch,0.615347364
Mango,Sucrose,0.081356022
Mango,L-Ascorbic acid,0.000756505
Mango,L-Leucine,0.00137777
Mango,L-Tryptophan,0.00032965
Mango,Arginine,0.001517237
Mango,Dodecanoic acid,2.75E-05
Mango,Calcium,0.000630562
Mango,Phosphorus,0.000487291
Mango,Potassium,0.004460846
Mango,Sodium,6.59E-05
Mango,Boron,7.61E-06
Mango,Copper,7.48E-06
Mango,Iodine,1.35E-08
Mango,Manganese,5.24E-06
Mango,Sulfur,0.000289501
Mango,Zinc,4.99E-06
Mango,Malic acid,0.018299822
Mango,Pantothenic acid,4.40E-06
Mango,beta-D-Glucopyranose,0.022483846
Mango,L-Histidine,0.00055787
Mango,L-Threonine,0.001031214
Mango,Riboflavine,1.61E-06
Mango,L-Isoleucine,0.000921331
Mango,alpha-Linolenic acid,0.00101135
Mango,D-Fructose,0.031274523
Mango,L-Glutamic acid,0.003127452
Mango,L-Cystine,0.000177504
Mango,L-Aspartic acid,0.001910282
Mango,L-Methionine,0.000253577
Mango,L-Serine,0.001424259
Mango,"(Z,Z)-9,12-Octadecadienoic acid",0.000382479
Mango,Oleic acid,0.001474974
Mango,beta-Carotene,4.52E-05
Mango,Lutein,3.55E-05
Mango,Chlorine,0.000173278
Mango,Iron,0.000103121
Lemon balm,cis-beta-Ocimene,0.000469899
Lemon balm,alpha-Copaene,0.0023307
Lemon balm,Rosmarinic acid,0.853336942
Lemon balm,3-Octanol,0.000169164
Lemon balm,Germacrene D,0.020374829
Lemon balm,N-Heneicosane,3.76E-06
Lemon balm,delta-Cadinol,0.000319531
Lemon balm,(Z)-3-Hexen-1-ol,3.95E-05
Lemon balm,Campesterol,3.76E-06
Lemon balm,Limonene,3.76E-06
Lemon balm,Neral,0.017104331
Lemon balm,Geranial,0.022649141
Lemon balm,"(+)-1(10),4-Cadinadiene",0.002744211
Lemon balm,Geraniol,0.001240534
Lemon balm,Citronellol,0.001691637
Lemon balm,beta-Elemene,0.000676655
Lemon balm,Citronellal,0.054527103
Lemon balm,(-)-Isopulegol,0.001503677
Lemon balm,Nerol,0.000469899
Lemon balm,alpha-Cadinol,0.002274312
Lemon balm,alpha-Humulene,0.001522473
Lemon balm,beta-Caryophyllene,0.016371288
Lemon balm,1-Isopropyl-4-methylbenzene,3.76E-06
Lemon balm,"7-Methyl-3-methylene-1,6-octadiene",0.000169164
Orange mint,Chinese tannin,0.645469112
Orange mint,cis-beta-Ocimene,5.23E-05
Orange mint,alpha-Copaene,1.31E-05
Orange mint,Rosmarinic acid,0.235509
Orange mint,Nonanoic acid,9.16E-06
Orange mint,3-Octanol,0.000719611
Orange mint,beta-Eudesmol,0.000152645
Orange mint,Germacrene D,0.000675998
Orange mint,alpha-Elemol,0.001504641
Orange mint,Hexanal,9.16E-06
Orange mint,Methyl acetate,0.000139561
Orange mint,Camphene,8.72E-07
Orange mint,L-Menthone,0.0010249
Orange mint,4(10)-Thujene,0.000183174
Orange mint,Limonene,0.003611138
Orange mint,(Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one,4.80E-06
Orange mint,(R)-p-Menth-4(8)-en-3-one,0.000902785
Orange mint,Nerolidol,1.79E-05
Orange mint,(-)-Menthol,0.031139523
Orange mint,beta-Elemene,0.000361986
Orange mint,Carvone,0.010009133
Orange mint,"1,8-Cineole",0.008578633
Orange mint,L-Isomenthone,0.000872256
Orange mint,Menthofuran,0.033198046
Orange mint,Linalool,0.01805569
Orange mint,beta-Pinene,0.001439222
Orange mint,Viridiflorol,0.000601856
Orange mint,beta-Caryophyllene,0.005015469
Orange mint,Terpinolene,1.31E-05
Orange mint,gamma-Terpinene,4.36E-05
Orange mint,1-Isopropyl-4-methylbenzene,0.000248593
Orange mint,"7-Methyl-3-methylene-1,6-octadiene",0.000423044
Spearmint,Nicotinic acid,0.000105428
Spearmint,cis-beta-Ocimene,0.002582977
Spearmint,alpha-Ylangene,0.000320048
Spearmint,Rosmarinic acid,0.271099648
Spearmint,Nonanal,8.66E-05
Spearmint,3-Octanol,0.000391588
Spearmint,Calcium,0.051810155
Spearmint,Phosphorus,0.020731593
Spearmint,Copper,1.13E-05
Spearmint,Germacrene D,0.033849803
Spearmint,trans-Carveol,0.000195794
Spearmint,Bornyl acetate,0.000662688
Spearmint,Camphene,0.00144963
Spearmint,Dihydrocarveol,0.001272662
Spearmint,(+/-)-2-Hydroxypiperitone,0.086205923
Spearmint,L-Menthone,0.004909916
Spearmint,Riboflavine,2.26E-05
Spearmint,L-Isobornyl acetate,0.001076868
Spearmint,4(10)-Thujene,0.00289926
Spearmint,Limonene,0.034196208
Spearmint,Piperitone,0.114464296
Spearmint,L-Borneol,0.004710356
Spearmint,"(+)-1(10),4-Cadinadiene",0.000150611
Spearmint,L-Myrtenol,0.00013555
Spearmint,Geraniol,0.000436772
Spearmint,(-)-Menthone,0.042878928
Spearmint,Myrtenal,0.000380293
Spearmint,(Z)-3-Methyl-2-(2-pentenyl)-2-cyclopenten-1-one,9.79E-05
Spearmint,(R)-p-Menth-4(8)-en-3-one,0.00179227
Spearmint,alpha-Carene,0.000112958
Spearmint,alpha-Terpineol,0.004427961
Spearmint,(R)-Piperitone,0.00234953
Spearmint,(-)-Menthol,0.001411977
Spearmint,(+)-Neomenthol,9.79E-05
Spearmint,beta-Elemene,0.00103545
Spearmint,p-Menth-1-en-4-ol,0.003015984
Spearmint,beta-Carotene,4.52E-05
Spearmint,Carvone,0.077169268
Spearmint,"1,8-Cineole",0.035600655
Spearmint,L-Isomenthone,0.000658923
Spearmint,2-Isopropyl-5-methylphenol,6.02E-05
Spearmint,"p-Mentha-1,8-dien-7-ol",9.79E-05
Spearmint,Menthofuran,0.000391588
Spearmint,Linalool,0.035340851
Spearmint,Neryl acetate,0.002643222
Spearmint,alpha-Cadinol,0.001069338
Spearmint,alpha-Humulene,0.00124254
Spearmint,beta-Pinene,0.012929947
Spearmint,Viridiflorol,0.000320048
Spearmint,beta-Caryophyllene,0.007353578
Spearmint,Terpinolene,7.53E-05
Spearmint,gamma-Terpinene,0.000214621
Spearmint,Piperitenone,0.037355272
Spearmint,Rotundifolone,0.084270573
Spearmint,Iron,0.004043903
Spearmint,1-Isopropyl-4-methylbenzene,0.000293691
Spearmint,"7-Methyl-3-methylene-1,6-octadiene",0.005162189
Spearmint,Dihydrocarveol acetate,0.001566354
Spearmint,L-Isomenthol,0.000715402
Bitter gourd,Nicotinic acid,0.000116183
Bitter gourd,L-Ascorbic acid,0.08114597
Bitter gourd,Calcium,0.009783463
Bitter gourd,Phosphorus,0.018968476
Bitter gourd,Potassium,0.104564465
Bitter gourd,Sodium,0.000773821
Bitter gourd,Copper,0.000131528
Bitter gourd,Iodine,1.80E-06
Bitter gourd,Manganese,4.38E-05
Bitter gourd,Lead,2.19E-05
Bitter gourd,Fluoride,1.53E-06
Bitter gourd,Charantin,0.006576381
Bitter gourd,Riboflavine,2.06E-05
Bitter gourd,alpha-Eleostearic acid,0.518004028
Bitter gourd,"(Z,Z)-9,12-Octadecadienoic acid",0.085409658
Bitter gourd,Oleic acid,0.173081591
Bitter gourd,Nickel,4.38E-05
Bitter gourd,beta-Carotene,7.89E-05
Bitter gourd,Iron,0.001231975
Nutmeg,Starch,0.629428949
Nutmeg,Isoeugenol,0.000456683
Nutmeg,Dodecanoic acid,0.001960761
Nutmeg,Calcium,0.004765393
Nutmeg,Chromium,2.62E-05
Nutmeg,Phosphorus,0.002084859
Nutmeg,Potassium,0.009193237
Nutmeg,Sodium,0.001588464
Nutmeg,Boron,1.59E-05
Nutmeg,Cobalt,7.94E-07
Nutmeg,Copper,3.08E-05
Nutmeg,Manganese,2.78E-05
Nutmeg,Zinc,3.97E-05
Nutmeg,Arsenic,1.99E-08
Nutmeg,Methyleugenol,0.000913367
Nutmeg,Camphene,0.000714809
Nutmeg,Safrole,0.002819524
Nutmeg,Elemicin,0.003494621
Nutmeg,Riboflavine,8.94E-06
Nutmeg,Eugenol,0.000357404
Nutmeg,"(Z,Z)-9,12-Octadecadienoic acid",0.005956741
Nutmeg,Oleic acid,0.187637336
Nutmeg,4(10)-Thujene,0.048428303
Nutmeg,Limonene,0.00643328
Nutmeg,L-Limonene,0.015884642
Nutmeg,alpha-Terpineol,0.00964992
Nutmeg,(+)-Borneol,0.029585146
Nutmeg,p-Menth-1-en-4-ol,0.005361067
Nutmeg,"1,8-Cineole",0.003931449
Nutmeg,Myristicin,0.001022574
Nutmeg,Terpinolene,0.003037938
Nutmeg,gamma-Terpinene,0.005182365
Nutmeg,Iron,0.000264082
Nutmeg,1-Isopropyl-4-methylbenzene,0.001072213
Nutmeg,"7-Methyl-3-methylene-1,6-octadiene",0.006611982
Nutmeg,Pectic acid,0.010920692
Nutmeg,Methylisoeugenol,0.001092069
Sweet basil,L-Tyrosine,0.019094028
Sweet basil,L-Lysine,0.027315068
Sweet basil,Glycine,0.030497406
Sweet basil,L-Alanine,0.033016757
Sweet basil,Nicotinic acid,0.000170167
Sweet basil,L-Ascorbic acid,0.001412162
Sweet basil,cis-beta-Ocimene,0.000563539
Sweet basil,alpha-Copaene,4.60E-05
Sweet basil,L-Leucine,0.047646672
Sweet basil,L-Tryptophan,0.00976801
Sweet basil,Arginine,0.02925983
Sweet basil,Rosmarinic acid,0.044199139
Sweet basil,Caffeic acid,0.083978365
Sweet basil,p-Coumaric acid,0.003359135
Sweet basil,Isoeugenol,0.000227626
Sweet basil,Anethole,0.000187846
Sweet basil,Benzyl acetate,0.000397792
Sweet basil,Calcium,0.093392781
Sweet basil,Phosphorus,0.021657578
Sweet basil,Potassium,0.166235173
Sweet basil,Sodium,0.001502771
Sweet basil,Boron,0.000108288
Sweet basil,Copper,6.19E-05
Sweet basil,Manganese,0.000141437
Sweet basil,Zinc,2.43E-05
Sweet basil,Germacrene D,0.000154697
Sweet basil,Methyleugenol,0.005553622
Sweet basil,Bornyl acetate,0.002187857
Sweet basil,Camphene,0.000883983
Sweet basil,D-Camphor,7.29E-05
Sweet basil,L-Menthone,4.42E-06
Sweet basil,Safrole,0.00101658
Sweet basil,L-Histidine,0.012685153
Sweet basil,L-Threonine,0.025989094
Sweet basil,Methyl cinnamate,0.006190089
Sweet basil,2-Phenylethanol,0.000340333
Sweet basil,Riboflavine,1.55E-05
Sweet basil,Eugenol,0.01898132
Sweet basil,beta-Sitosterol,0.00464533
Sweet basil,Chavicol,1.33E-05
Sweet basil,1-Methoxy-4-(2-propenyl)benzene,0.019966961
Sweet basil,L-Isoleucine,0.025989094
Sweet basil,L-Glutamic acid,0.069171653
Sweet basil,L-Cystine,0.007027663
Sweet basil,L-Aspartic acid,0.07496174
Sweet basil,L-Methionine,0.008928226
Sweet basil,L-Serine,0.024795717
Sweet basil,Oleanolic acid,0.005745888
Sweet basil,4(10)-Thujene,3.54E-05
Sweet basil,Fenchol,0.002117139
Sweet basil,Limonene,0.00206852
Sweet basil,L-Borneol,1.33E-05
Sweet basil,Neral,2.21E-05
Sweet basil,Geranial,0.008298388
Sweet basil,"(+)-1(10),4-Cadinadiene",2.21E-05
Sweet basil,Geraniol,0.002212167
Sweet basil,Ursolic acid,0.00769065
Sweet basil,Nerolidol,2.21E-05
Sweet basil,alpha-Terpineol,0.000607738
Sweet basil,Citronellol,0.005346328
Sweet basil,(-)-Menthol,7.96E-05
Sweet basil,Fenchone,0.000132597
Sweet basil,beta-Elemene,5.30E-05
Sweet basil,p-Menth-1-en-4-ol,0.000269615
Sweet basil,beta-Carotene,0.000744755
Sweet basil,"1,8-Cineole",0.002013271
Sweet basil,2-Isopropyl-5-methylphenol,0.006254178
Sweet basil,Linalool,0.019303974
Sweet basil,Nerol,0.000668512
Sweet basil,S-beta-Bisabolene,2.87E-05
Sweet basil,alpha-Humulene,0.000727076
Sweet basil,beta-Pinene,0.000360223
Sweet basil,beta-Caryophyllene,0.007063022
Sweet basil,Terpinolene,5.08E-05
Sweet basil,gamma-Terpinene,2.43E-05
Sweet basil,Iron,0.001856364
Sweet basil,Xanthomicrol,0.00154697
Sweet basil,1-Isopropyl-4-methylbenzene,3.76E-05
Sweet basil,"7-Methyl-3-methylene-1,6-octadiene",0.000181216
Sweet basil,Linalyl acetate,0.000563539
Evening primrose,L-Tyrosine,0.003197189
Evening primrose,L-Lysine,0.003157616
Evening primrose,Glycine,0.009551993
Evening primrose,L-Alanine,0.005171722
Evening primrose,Chinese tannin,0.100068501
Evening primrose,Cellulose,0.245622685
Evening primrose,alpha1-Sitosterol,0.000164203
Evening primrose,L-Leucine,0.008860611
Evening primrose,L-Tryptophan,0.008369366
Evening primrose,Arginine,0.013258167
Evening primrose,Gamolenic acid,0.024316646
Evening primrose,Calcium,0.016147417
Evening primrose,Phosphorus,0.002456227
Evening primrose,Potassium,0.021742156
Evening primrose,Sodium,0.000163748
Evening primrose,Boron,3.59E-05
Evening primrose,Copper,1.09E-05
Evening primrose,Manganese,7.87E-05
Evening primrose,Zinc,7.28E-05
Evening primrose,Ammonia,0.002162844
Evening primrose,beta-Amyrin,6.69E-05
Evening primrose,Lignin,0.145554184
Evening primrose,L-Histidine,0.0034792
Evening primrose,Quercetin,0.135547334
Evening primrose,L-Threonine,0.00368434
Evening primrose,beta-Sitosterol,0.001689338
Evening primrose,L-Isoleucine,0.004534923
Evening primrose,Campesterol,0.000146919
Evening primrose,L-Glutamic acid,0.024729656
Evening primrose,L-Cystine,0.003197189
Evening primrose,L-Aspartic acid,0.011095323
Evening primrose,L-Methionine,0.005077567
Evening primrose,L-Serine,0.007804433
Evening primrose,"(Z,Z)-9,12-Octadecadienoic acid",0.158880579
Evening primrose,Oleic acid,0.029565694
Evening primrose,24-Methylenecycloartan-3-ol,2.82E-05
Evening primrose,Cycloartenol,8.87E-05
Evening primrose,Iron,0.000220151
Sweet marjoram,Phenol,0.032628278
Sweet marjoram,Nicotinic acid,0.000287847
Sweet marjoram,L-Ascorbic acid,0.003620096
Sweet marjoram,Rosmarinic acid,0.223504551
Sweet marjoram,Anethole,0.000172708
Sweet marjoram,Calcium,0.140706274
Sweet marjoram,Phosphorus,0.021656236
Sweet marjoram,Potassium,0.107434574
Sweet marjoram,Sodium,0.005452156
Sweet marjoram,Boron,0.000257369
Sweet marjoram,Copper,7.45E-05
Sweet marjoram,Manganese,0.000365735
Sweet marjoram,Zinc,0.000253982
Sweet marjoram,Riboflavine,2.03E-05
Sweet marjoram,Eugenol,0.004578457
Sweet marjoram,Chavicol,0.003145996
Sweet marjoram,1-Methoxy-4-(2-propenyl)benzene,0.002187635
Sweet marjoram,alpha-Linolenic acid,0.186253793
Sweet marjoram,"(Z,Z)-9,12-Octadecadienoic acid",0.067728652
Sweet marjoram,Oleic acid,0.054182922
Sweet marjoram,Oleanolic acid,0.031832466
Sweet marjoram,4(10)-Thujene,0.001710148
Sweet marjoram,Limonene,0.000409758
Sweet marjoram,Ursolic acid,0.01760945
Sweet marjoram,5-Isopropyl-2-methylphenol,0.024900439
Sweet marjoram,p-Menth-1-en-4-ol,0.031124702
Sweet marjoram,beta-Carotene,0.000338643
Sweet marjoram,Carvone,0.000274301
Sweet marjoram,beta-Phellandrene,0.000616331
Sweet marjoram,Linalool,0.002258751
Sweet marjoram,D-Linalool,0.02093154
Sweet marjoram,beta-Pinene,0.000135457
Sweet marjoram,beta-Caryophyllene,0.004602162
Sweet marjoram,Terpinolene,0.001710148
Sweet marjoram,Iron,0.005841596
Sweet marjoram,1-Isopropyl-4-methylbenzene,0.000477487
Sweet marjoram,"7-Methyl-3-methylene-1,6-octadiene",0.000409758
Sweet marjoram,Linalyl acetate,6.77E-05
Pot marjoram,cis-beta-Ocimene,4.84E-06
Pot marjoram,Boron,0.003676826
Pot marjoram,alpha-Elemol,0.004354136
Pot marjoram,alpha-Humulene epoxide,0
Pot marjoram,Elemene,0.001935172
Pot marjoram,Hexanal,0
Pot marjoram,Cuminyl alcohol,0
Pot marjoram,Methyleugenol,0
Pot marjoram,Bornyl acetate,4.84E-06
Pot marjoram,Camphene,0.00270924
Pot marjoram,D-Camphor,0
Pot marjoram,Dihydrocarveol,0
Pot marjoram,Zingerone,0.010159652
Pot marjoram,Eugenol,0
Pot marjoram,4(10)-Thujene,9.68E-06
Pot marjoram,Limonene,0.001644896
Pot marjoram,L-Borneol,0.030478955
Pot marjoram,Geraniol,0.004644412
Pot marjoram,alpha-Carene,0.000875665
Pot marjoram,alpha-Terpineol,0.007643928
Pot marjoram,5-Isopropyl-2-methylphenol,0.804063861
Pot marjoram,p-Menth-1-en-4-ol,0.013933237
Pot marjoram,Carvone,0.001843251
Pot marjoram,"1,8-Cineole",0.002225448
Pot marjoram,Benzaldehyde,0
Pot marjoram,2-Isopropyl-5-methylphenol,0.008321239
Pot marjoram,2-Isopropyl-5-methylphenol acetate,9.68E-06
Pot marjoram,Farnesol,0.004354136
Pot marjoram,(-)-Isopulegol,0
Pot marjoram,beta-Phellandrene,0.003676826
Pot marjoram,Linalool,0.003773585
Pot marjoram,Neryl acetate,0
Pot marjoram,(+)-3-Thujone,0
Pot marjoram,(-)-3-Isothujone,0
Pot marjoram,S-beta-Bisabolene,0.023802612
Pot marjoram,alpha-Humulene,0.000967586
Pot marjoram,beta-Pinene,0.000290276
Pot marjoram,(+)-Aromadendrene,0.006289308
Pot marjoram,beta-Caryophyllene,0.007934204
Pot marjoram,Terpinolene,0.006047412
Pot marjoram,gamma-Terpinene,0.018384132
Pot marjoram,beta-Terpineol,9.68E-06
Pot marjoram,1-Isopropyl-4-methylbenzene,0.021964199
Pot marjoram,"7-Methyl-3-methylene-1,6-octadiene",0.003967102
Pot marjoram,Linalyl acetate,0
Common oregano,Nicotinic acid,0.000408193
Common oregano,Chinese tannin,0.506286016
Common oregano,cis-beta-Ocimene,0.00442051
Common oregano,alpha-Copaene,0.000341743
Common oregano,Rosmarinic acid,0.004999574
Common oregano,Caffeic acid,0.00670829
Common oregano,Dodecanoic acid,0.001313179
Common oregano,Nonanal,6.33E-07
Common oregano,Nonanoic acid,5.70E-06
Common oregano,3-Octanol,0.000480972
Common oregano,Calcium,0.103991148
Common oregano,Phosphorus,0.013198244
Common oregano,Potassium,0.109841915
Common oregano,Sodium,0.000993586
Common oregano,Boron,0.000196186
Common oregano,Copper,5.70E-05
Common oregano,Manganese,0.000297443
Common oregano,Zinc,0.000278457
Common oregano,Germacrene D,0.004214831
Common oregano,N-Heneicosane,3.80E-06
Common oregano,delta-Cadinol,1.58E-05
Common oregano,alpha-Elemol,9.49E-06
Common oregano,Hexanal,6.33E-06
Common oregano,Bornyl acetate,6.96E-05
Common oregano,Camphene,0.000204097
Common oregano,D-Camphor,0.000126572
Common oregano,Isoborneol,1.58E-05
Common oregano,2-Undecanone,0.000113914
Common oregano,Decanoic acid,0.001395451
Common oregano,1-Decanol,2.53E-06
Common oregano,alpha-Linolenic acid,0.027472345
